index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,
2117,DRN,Direxion Daily Real Estate Bull 3x Shares,USD,NYSE Arca,,DRN was created on 07/16/09 by Direxion. The ETF provides 3x leveraged exposure to an index that captures large to small cap equities of the US real estate investment trusts (REITs).,0,,7/16/2009,Direxion Daily Real Estate Bull 3x Shares,ETF,[],[],11.93,48211000,Direxion Daily Real Estate Bull 3x Shares,$,Direxion Daily MSCI Real Estate Bull ETF,Direxion Daily MSCI Real Estate Bull ETF,
2118,WDRW,Direxion Daily Regional Banks Bear 3X Shares,USD,NYSE Arca,,,0,,,Direxion Daily Regional Banks Bear 3X Shares,ETF,[],[],40.76,2710220,Direxion Daily Regional Banks Bear 3X Shares,$,0,Direxion Daily Regional Banks Bear 3X Shares,
2119,DPST,Direxion Daily Regional Banks Bull 3X Shares,USD,NYSE Arca,,DPST was created on 08/19/15 by Direxion. The ETF provides 3x leveraged exposure to a equally weighted index of US regional banking stocks.,0,,8/19/2015,Direxion Daily Regional Banks Bull 3X Shares,ETF,[],[],89.77,29010000,Direxion Daily Regional Banks Bull 3X Shares,$,Direxion Daily Regional Banks Bull 3X Shares,Direxion Daily Regional Banks Bull 3X Shares,
2120,RETL,Direxion Daily Retail Bull 3X Shares,USD,NYSE Arca,,RETL was created on 07/14/10 by Direxion. The ETF provides 3x exposure to an equally weighted index of stocks in the US retail industry.,0,,7/14/2010,Direxion Daily Retail Bull 3X Shares,ETF,[],[],280.63,17992620,Direxion Daily Retail Bull 3X Shares,$,Direxion Daily Retail Bull 3X Shares,Direxion Daily Retail Bull 3X Shares,
2121,UBOT,"Direxion Daily Robotics, Artificial Intelligence & Automation Index Bull 3X Shares",USD,NYSE Arca,,UBOT was created on 04/19/18 by Direxion. The ETF offers 3X daily leveraged exposure to a market-cap-selected and -weighted index of robotics and artificial intelligence companies from developed countries.,0,,4/19/2018,"Direxion Daily Robotics, Artificial Intelligence & Automation Index Bull 3X Shares",ETF,,,198,0,"Direxion Daily Robotics, Artificial Intelligence & Automation Index Bull 3X Shares",$,"Direxion Daily Robotics, Artificial Intelligence & Automation Index Bull 2X Shares","Direxion Daily Robotics, Artificial Intelligence & Automation Index Bull 2X Shares",
2122,RUSS,Direxion Daily Russia Bear 3x Shares,USD,NYSE Arca,,,0,,,Direxion Daily Russia Bear 3x Shares,ETF,[],[],9.09,8685237200,Direxion Daily Russia Bear 3x Shares,$,0,Direxion Daily Russia Bear 3x Shares,
2123,RUSL,Direxion Daily Russia Bull 3x Shares,USD,NYSE Arca,,RUSL was created on 05/25/11 by Direxion. The ETF provides daily 2x exposure to a market-cap-weighted index of Russian companies.,0,,5/25/2011,Direxion Daily Russia Bull 3x Shares,ETF,[],[],17.31,138227922,Direxion Daily Russia Bull 3x Shares,$,Direxion Daily Russia Bull 2X Shares,Direxion Daily Russia Bull 2X Shares,
2124,SPDN,Direxion Daily S&P 500 Bear 1X Shares,USD,NYSE Arca,,"SPDN was created on 06/08/16 by Direxion. The ETF provides daily inverse exposure to the S&P 500, a market-cap-weighted index of 500 large- and midcap US firms selected by the S&P Index Committee.",0,,6/8/2016,Direxion Daily S&P 500 Bear 1X Shares,ETF,[],[],19.43,12325007,Direxion Daily S&P 500 Bear 1X Shares,$,Direxion Daily S&P 500 Bear 1X ETF,Direxion Daily S&P 500 Bear 1X ETF,
2125,SPXS,Direxion Daily S&P 500 Bear 3X,USD,NYSE Arca,,SPXS was created on 11/05/08 by Direxion. The ETF provides 3x inverse exposure to a market-cap-weighted index of 500 of the largest and most liquid US companies.,0,,11/5/2008,Direxion Daily S&P 500 Bear 3X,ETF,[],[],4.63,369087193,Direxion Daily S&P 500 Bear 3X,$,0,Direxion Daily S&P 500 Bear 3X,
2126,SPUU,Direxion Daily S&P 500 Bull 2X Shares,USD,NYSE Arca,,"SPUU was created on 05/28/14 by Direxion. The ETF provides daily leveraged exposure to the S&P 500, a market-cap-weighted index of US large- and midcap stocks selected by S&P’s index committee.",0,,5/28/2014,Direxion Daily S&P 500 Bull 2X Shares,ETF,[],[],72.87,7345141,Direxion Daily S&P 500 Bull 2X Shares,$,Direxion Daily S&P 500 Bull 2x ETF,Direxion Daily S&P 500 Bull 2x ETF,
2127,SPXL,Direxion Daily S&P 500 Bull 3X Shares,USD,NYSE Arca,,"SPXL was created on 11/05/08 by Direxion. The ETF provides daily leveraged exposure to the S&P 500, an index of mostly large-cap US equities.",0,,11/5/2008,Direxion Daily S&P 500 Bull 3X Shares,ETF,[],[],62.41,1059702351,Direxion Daily S&P 500 Bull 3X Shares,$,Direxion Daily S&P 500 Bull 3x Shares,Direxion Daily S&P 500 Bull 3x Shares,
2128,HIBS,Direxion Daily S&P 500 High Beta Bear 3X Shares,USD,NYSE Arca,,HIBS was created on 11/07/19 by Direxion. The ETF provides 3x daily inverse exposure to a beta-weighted index of 100 highest-beta stocks in the S&P 500.,0,,11/7/2019,Direxion Daily S&P 500 High Beta Bear 3X Shares,ETF,,,2.88,0,Direxion Daily S&P 500 High Beta Bear 3X Shares,$,Direxion Daily S&P 500 High Beta Bear 3X,Direxion Daily S&P 500 High Beta Bear 3X,
2129,HIBL,Direxion Daily S&P 500 High Beta Bull 3X Shares,USD,NYSE Arca,,HIBL was created on 11/07/19 by Direxion. The ETF provides 3x daily leveraged exposure to a beta-weighted index of 100 highest-beta stocks in the S&P 500.,0,,11/7/2019,Direxion Daily S&P 500 High Beta Bull 3X Shares,ETF,,,150.89,0,Direxion Daily S&P 500 High Beta Bull 3X Shares,$,Direxion Daily S&P 500 High Beta Bull 3X,Direxion Daily S&P 500 High Beta Bull 3X,
2130,LABD,Direxion Daily S&P Biotech Bear 3X Shares,USD,NYSE Arca,,LABD was created on 05/28/15 by Direxion. The ETF provides daily 3 times exposure to the S&P Biotechnology Select Industry Index.,0,,5/28/2015,Direxion Daily S&P Biotech Bear 3X Shares,ETF,[],[],39.68,152068679,Direxion Daily S&P Biotech Bear 3X Shares,$,Direxion Daily S&P Biotech Bear 3x Shares ETF,Direxion Daily S&P Biotech Bear 3x Shares ETF,
2131,LABU,Direxion Daily S&P Biotech Bull 3X Shares,USD,NYSE Arca,,LABU was created on 05/28/15 by Direxion. The ETF provides daily 3 times exposure to the S&P Biotechnology Select Industry Index.,0,,5/28/2015,Direxion Daily S&P Biotech Bull 3X Shares,ETF,[],[],69.72,598794612,Direxion Daily S&P Biotech Bull 3X Shares,$,Direxion Daily S&P Biotech Bull 3x Shares ETF,Direxion Daily S&P Biotech Bull 3x Shares ETF,
2132,DRIP,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 3X Shares,USD,NYSE Arca,,DRIP was created on 05/28/15 by Direxion. The ETF provides 2x inverse daily exposure to an equal-weighted index of the largest oil and gas exploration and production companies in the US.,0,,5/28/2015,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 3X Shares,ETF,[],[],45.48,58820808,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 3X Shares,$,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X Shares,Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X Shares,
2133,GUSH,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 3X Shares,USD,NYSE Arca,,GUSH was created on 05/28/15 by Direxion. The ETF provides 2x daily exposure to an equal-weighted index of the largest oil and gas exploration and production companies in the US.,0,,5/28/2015,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 3X Shares,ETF,[],[],26.93,280906051,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 3X Shares,$,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X Shares,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X Shares,
2134,SOXS,Direxion Daily Semiconductor Bear 3x Shares,USD,NYSE Arca,,"SOXS was created on 03/11/10 by Direxion. The ETF provides daily 3x leveraged inverse exposure to a modified market-cap-weighted index of companies primarily involved in the design, distribution, manufacture and sale of semiconductors.",0,,3/11/2010,Direxion Daily Semiconductor Bear 3x Shares,ETF,[],[],25.76,163026765,Direxion Daily Semiconductor Bear 3x Shares,$,0,Direxion Daily Semiconductor Bear 3x Shares,
2135,SOXL,Direxion Daily Semiconductor Bull 3x Shares,USD,NYSE Arca,,"SOXL was created on 03/11/10 by Direxion. The ETF provides 3x daily exposure to a modified market-cap-weighted index of companies primarily involved in the design, distribution, manufacture and sale of semiconductors.",0,,3/11/2010,Direxion Daily Semiconductor Bull 3x Shares,ETF,[],[],342.06,648725674,Direxion Daily Semiconductor Bull 3x Shares,$,Direxion Daily Semiconductor Bull ETF,Direxion Daily Semiconductor Bull ETF,
2136,SMLL,Direxion Daily Small Cap Bull 2X Shares,USD,NYSE Arca,,SMLL was created on 07/29/14 by Direxion. The ETF provides daily 2x exposure to a market-cap-weighted index of US small-cap companies.,0,,7/29/2014,Direxion Daily Small Cap Bull 2X Shares,ETF,[],[],35.0254,3273033,Direxion Daily Small Cap Bull 2X Shares,$,0,Direxion Daily Small Cap Bull 2X Shares,
2137,KORU,Direxion Daily South Korea Bull 3X Shares,USD,NYSE Arca,,KORU was created on 04/11/13 by Direxion. The ETF provides 300% daily leveraged exposure to a cap-weighted index of large- and midcap South Korean companies.,0,,4/11/2013,Direxion Daily South Korea Bull 3X Shares,ETF,[],[],23.06,57019030,Direxion Daily South Korea Bull 3X Shares,$,0,Direxion Daily South Korea Bull 3X Shares,
2138,SAGG,Direxion Daily Total Bond Market Bear 1X Shares,USD,NYSE Arca,,,0,,,Direxion Daily Total Bond Market Bear 1X Shares,ETF,[],[],28.641,3103531,Direxion Daily Total Bond Market Bear 1X Shares,$,0,Direxion Daily Total Bond Market Bear 1X Shares,
2139,TPOR,Direxion Daily Transportation Bull 3X Shares,USD,NYSE Arca,,TPOR was created on 05/03/17 by Direxion. The ETF tracks a price-weighted index of large US transportation companies selected by a committee.,0,,5/3/2017,Direxion Daily Transportation Bull 3X Shares,ETF,[],[],22.75,7630031,Direxion Daily Transportation Bull 3X Shares,$,Direxion Daily Transportation Bull 3x Shares ETF,Direxion Daily Transportation Bull 3x Shares ETF,
2140,UTSL,Direxion Daily Utilities Bull 3X Shares,USD,NYSE Arca,,UTSL was created on 05/03/17 by Direxion. The ETF tracks a modified-market-cap-weighted index of US utilities companies drawn from the S&P 500.,0,,5/3/2017,Direxion Daily Utilities Bull 3X Shares,ETF,[],[],32.29,6951975,Direxion Daily Utilities Bull 3X Shares,$,Direxion Daily Utilities Bull 3X Shares,Direxion Daily Utilities Bull 3X Shares,
2141,DPK,Direxion Developed Markets Bear 3x Shares,USD,NYSE Arca,,,0,,,Direxion Developed Markets Bear 3x Shares,ETF,[],[],15.7756,8568299,Direxion Developed Markets Bear 3x Shares,$,0,Direxion Developed Markets Bear 3x Shares,
2142,DZK,Direxion Developed Markets Bull 3x Shares,USD,NYSE Arca,,"DZK was created on 12/17/08 by Direxion. The ETF provides daily 3x exposure to the MSCI EAFE Index, which represents 85% of the market capitalization of developed markets outside North America.",0,,12/17/2008,Direxion Developed Markets Bull 3x Shares,ETF,[],[],44.21,16039489,Direxion Developed Markets Bull 3x Shares,$,0,Direxion Developed Markets Bull 3x Shares,
2143,DYHG,Direxion Dynamic Hedge ETF,USD,NYSE,,DYHG was created on 06/11/20 by Rafferty Asset Management. The ETF tracks a US large-cap equity index that adjusts its exposure based on the inverse relationship between volatility and the returns of the S&P 500.,0,,6/11/2020,Direxion Dynamic Hedge ETF,ETF,,,50.7885,,Direxion Dynamic Hedge ETF,$,Direxion Dynamic Hedge,Direxion Dynamic Hedge,
2144,EDZ,Direxion Emerging Markets Bear 3X Shares,USD,NYSE Arca,,EDZ was created on 12/17/08 by Direxion. The ETF provides 3x inverse exposure to a market-cap-weighted index of companies operating in emerging markets.,0,,12/17/2008,Direxion Emerging Markets Bear 3X Shares,ETF,[],[],13.84,67419377,Direxion Emerging Markets Bear 3X Shares,$,Direxion Daily MSCI Emerging Markets Bear ETF,Direxion Daily MSCI Emerging Markets Bear ETF,
2145,EDC,Direxion Emerging Markets Bull 3X Shares,USD,NYSE Arca,,EDC was created on 12/17/08 by Direxion. The ETF provides 3x leveraged exposure to a market-cap-weighted index of companies operating in emerging markets.,0,,12/17/2008,Direxion Emerging Markets Bull 3X Shares,ETF,[],[],73.53,256221665,Direxion Emerging Markets Bull 3X Shares,$,Direxion Daily MSCI Emerging Markets Bull ETF,Direxion Daily MSCI Emerging Markets Bull ETF,
2146,ERX,Direxion Energy Bull 3X Shares,USD,NYSE Arca,,ERX was created on 11/06/08 by Direxion. The ETF provides 2x leveraged exposure to a market-cap-weighted index of US large-cap companies in the energy industry.,0,,11/6/2008,Direxion Energy Bull 3X Shares,ETF,[],[],11.5,395076385,Direxion Energy Bull 3X Shares,$,0,Direxion Energy Bull 3X Shares,
2147,NIFE,Direxion Fallen Knives ETF,USD,NYSE,,,0,,,Direxion Fallen Knives ETF,ETF,,,61.4813,,Direxion Fallen Knives ETF,$,0,Direxion Fallen Knives ETF,
2148,FAZ,Direxion Financial Bear 3X Shares,USD,NYSE Arca,,FAZ was created on 11/06/08 by Direxion. The ETF provides 3x inverse exposure to a market-cap-weighted index of US large-cap financial companies.,0,,11/6/2008,Direxion Financial Bear 3X Shares,ETF,[],[],9.71,175829621,Direxion Financial Bear 3X Shares,$,Direxion Daily Financial Bear ETF,Direxion Daily Financial Bear ETF,
2149,FAS,Direxion Financial Bull 3X Shares,USD,NYSE Arca,,FAS was created on 11/06/08 by Direxion. The ETF provides 3x leveraged exposure to a market-cap-weighted index of US large-cap financial companies.,0,,11/6/2008,Direxion Financial Bull 3X Shares,ETF,[],[],47.34,1585276213,Direxion Financial Bull 3X Shares,$,Direxion Daily Financial Bull ETF,Direxion Daily Financial Bull ETF,
2150,RWIU,Direxion FTSE Russell International Over US ETF,USD,NYSE Arca,,,0,,,Direxion FTSE Russell International Over US ETF,ETF,,,48.0639,0,Direxion FTSE Russell International Over US ETF,$,0,Direxion FTSE Russell International Over US ETF,
2151,RWUI,Direxion FTSE Russell US Over International ETF,USD,NYSE Arca,,"RWUI was created on 01/16/19 by Direxion. The ETF tracks an index of global equity. The index holds levered (1.5x) exposure to US stocks and short (-0.5x) exposure to global stocks, ex-US.",0,,1/16/2019,Direxion FTSE Russell US Over International ETF,ETF,,,68.7559,0,Direxion FTSE Russell US Over International ETF,$,0,Direxion FTSE Russell US Over International ETF,
2152,SHNY,Direxion Funds,USD,NYSE Arca,,,0,,,Direxion Funds,ETF,[],[],5.03,4000005,Direxion Funds,$,0,Direxion Funds,
2153,EMBU,Direxion Funds Daily Emerging Markets Bond Bull 3X Shares,USD,NYSE Arca,,,0,,,Direxion Funds Daily Emerging Markets Bond Bull 3X Shares,ETF,[],[],20.47,1029521,Direxion Funds Daily Emerging Markets Bond Bull 3X Shares,$,0,Direxion Funds Daily Emerging Markets Bond Bull 3X Shares,
2154,HIPR,Direxion Hyper Growth ETF,USD,NYSE,,"HIPR was created on 06/11/20 by Rafferty Asset Management. The ETF tracks an index of US growth stocks that are selected and weighted by their quality, momentum, value, and volatility scores.",0,,6/11/2020,Direxion Hyper Growth ETF,ETF,,,56.0107,,Direxion Hyper Growth ETF,$,Direxion High Growth,Direxion High Growth,
2155,IBLN,Direxion iBillionaire Index,USD,NYSE Arca,,,0,,,Direxion iBillionaire Index,ETF,[],[],32.82,13184000,Direxion iBillionaire Index,$,0,Direxion iBillionaire Index,
2156,MIDZ,Direxion Mid Cap Bear 3X Shares,USD,NYSE Arca,,,0,,,Direxion Mid Cap Bear 3X Shares,ETF,[],[],74.3298,2733968,Direxion Mid Cap Bear 3X Shares,$,0,Direxion Mid Cap Bear 3X Shares,
2157,MIDU,Direxion Mid Cap Bull 3X Shares,USD,NYSE Arca,,MIDU was created on 01/08/09 by Direxion. The ETF provides 3x leveraged exposure to a market cap-weighted index of US midcap companies.,0,,1/8/2009,Direxion Mid Cap Bull 3X Shares,ETF,[],[],30.96,54389982,Direxion Mid Cap Bull 3X Shares,$,Direxion Daily Mid Cap Bull ETF,Direxion Daily Mid Cap Bull ETF,
2158,RWCD,Direxion MSCI Cyclicals Over Defensives ETF,USD,NYSE Arca,,RWCD was created on 01/16/19 by Direxion. The ETF tracks an index of US large-cap stocks with leveraged (1.5x) exposure to five “cyclical” sectors and short (-0.5x) exposure to five “defensive” sectors.,0,,1/16/2019,Direxion MSCI Cyclicals Over Defensives ETF,ETF,,,77.0988,0,Direxion MSCI Cyclicals Over Defensives ETF,$,0,Direxion MSCI Cyclicals Over Defensives ETF,
2159,RWDC,Direxion MSCI Defensives Over Cyclicals ETF,USD,NYSE Arca,,RWDC was created on 01/16/19 by Direxion. The ETF tracks an index of US large-cap stocks with leveraged (1.5x) exposure to five “defensive” sectors and short (-0.5x) exposure to five “cyclical” sectors.,0,,1/16/2019,Direxion MSCI Defensives Over Cyclicals ETF,ETF,,,47.0183,0,Direxion MSCI Defensives Over Cyclicals ETF,$,0,Direxion MSCI Defensives Over Cyclicals ETF,
2160,RWDE,Direxion MSCI Developed Over Emerging Markets ETF,USD,NYSE Arca,,,0,,,Direxion MSCI Developed Over Emerging Markets ETF,ETF,,,51.6804,0,Direxion MSCI Developed Over Emerging Markets ETF,$,0,Direxion MSCI Developed Over Emerging Markets ETF,
2161,RWED,Direxion MSCI Emerging Over Developed Markets ETF,USD,NYSE Arca,,,0,,,Direxion MSCI Emerging Over Developed Markets ETF,ETF,,,51.8804,0,Direxion MSCI Emerging Over Developed Markets ETF,$,0,Direxion MSCI Emerging Over Developed Markets ETF,
2162,QQQE,Direxion NASDAQ-100 Equal Weighted Index Shares,USD,NYSE Arca,,QQQE was created on 03/21/12 by Direxion. The ETF tracks an equal-weighted version of the Nasdaq 100.,0,,3/21/2012,Direxion NASDAQ-100 Equal Weighted Index Shares,ETF,[],[],68.63,228299479,Direxion NASDAQ-100 Equal Weighted Index Shares,$,0,Direxion NASDAQ-100 Equal Weighted Index Shares,
2163,RWGV,Direxion Russell 1000 Growth Over Value ETF,USD,NYSE Arca,,RWGV was created on 01/16/19 by Direxion. The ETF tracks an index of US large-caps with leveraged (1.5x) exposure to growth stocks and short (-0.5x) exposure to value stocks.,0,,1/16/2019,Direxion Russell 1000 Growth Over Value ETF,ETF,,,98.12,0,Direxion Russell 1000 Growth Over Value ETF,$,Russell 1000 Growth Over Value,Russell 1000 Growth Over Value,
2164,RWVG,Direxion Russell 1000 Value Over Growth ETF,USD,NYSE Arca,,RWVG was created on 01/16/19 by Direxion. The ETF tracks an index of US large-caps with leveraged (1.5x) exposure to value stocks and short (-0.5x) exposure to growth stocks.,0,,1/16/2019,Direxion Russell 1000 Value Over Growth ETF,ETF,,,47.2,0,Direxion Russell 1000 Value Over Growth ETF,$,Direxion Russell 1000 Value Over Growth ETF,Direxion Russell 1000 Value Over Growth ETF,
